mainboard_cpu_usage_latency : 0
mainboard_cpu_usage_latency_80 : 0
mainboard_cpu_usage_latency_90 : 0
mainboard_cpu_usage_latency_99 : 0
mainboard_cpu_usage_latency_999 : 0
mainboard_cpu_usage_latency_9999 : 0
mainboard_cpu_usage_max_latency : 0
mainboard_mem_resident_usage_latency : 0
mainboard_mem_resident_usage_latency_80 : 0
mainboard_mem_resident_usage_latency_90 : 0
mainboard_mem_resident_usage_latency_99 : 0
mainboard_mem_resident_usage_latency_999 : 0
mainboard_mem_resident_usage_latency_9999 : 0
mainboard_mem_resident_usage_max_latency : 0
